model,C,class_weight,test_size,random_state,number_of_classes,train_samples,test_samples,word_features,character_features,total_features,accuracy,weighted_precision,weighted_recall,macro_f1,weighted_f1
LinearSVC,3.0,balanced,0.2,42,10,25600,6400,30000,30000,60000,0.84515625,0.8476258356802913,0.84515625,0.8727027323541574,0.8462119893760316
