C,Accuracy,Weighted_Precision,Weighted_Recall,Macro_F1,Weighted_F1
3.0,0.7135862913096696,0.7157446046995602,0.7135862913096696,0.7336675445349062,0.7133022459664058
5.0,0.715422276621787,0.7179803600079226,0.715422276621787,0.7329667901564628,0.7151180990977042
10.0,0.7166462668298653,0.7197943300816768,0.7166462668298653,0.7320234886401563,0.7164685878605793
2.0,0.7111383108935129,0.7128972387768068,0.7111383108935129,0.731968008155969,0.7109878247458346
4.0,0.7129742962056304,0.7155563644256403,0.7129742962056304,0.7319479473304688,0.7127518118143232
7.0,0.7163402692778458,0.7190883761487067,0.7163402692778458,0.7313220042334355,0.7160588223618899
1.5,0.704406364749082,0.7057548743952726,0.704406364749082,0.724801163955789,0.7041495380174508
1.0,0.6924724602203183,0.6932184038523761,0.6924724602203183,0.7154198342828938,0.6921658871804087
0.5,0.666156670746634,0.6658282433885643,0.666156670746634,0.6850925620057582,0.6653116261086175
